,EIN,X__1,NAME.x,NAME.y,ICO,STREET,CITY,STATE,ZIP,tax_prd,subseccd,s501c3or4947a1cd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,invstproceedscd,recvnoncashcd,noemplyeesw3cnt,unrelbusinccd,solicitcntrbcd,totcomprelatede,totcntrbgfts,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,netgnls,netincfndrsng,netincgaming,netincsales,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,profndraising,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,secrdmrtgsend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,totnetassetend,totnetliabastend,gftgrntsrcvd170,totgftgrntrcvd509
485,746016764,177,"HOUSTON GRAND OPERA ASSOCIATION, INC.",HOUSTON GRAND OPERA ASSOCIATION INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201307,3,N,N,N,N,Y,826,Y,N,0,21594790,6688615,6120,0,0,0,76727,0,0,216435,28582687,0,19878,0,0,1348692,0,11485626,410576,1221450,0,25199947,1000450,297355,11818151,143974,0,37149,1480086,1037559,0,0,0,0,0,15814724,766400,0,3219000,0,0,0,1044273,5029673,-1656557,12441608,0,10785051,15814724,90961678,0
486,746016764,177,"HOUSTON GRAND OPERA ASSOCIATION, INC.",HOUSTON GRAND OPERA ASSOCIATION INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201407,3,Y,N,N,N,Y,910,Y,N,0,20009870,7719839,9302,0,0,0,-114267,0,0,281318,27906062,0,13549,0,0,1206169,0,12399395,442120,1314640,0,27498987,930625,396488,12639625,753224,0,12706,2260138,838950,0,0,0,0,0,17831756,1478168,0,3841091,0,0,0,1320371,6639630,-1832084,13024210,0,11192126,17831756,95508409,0
487,750945915,130,FORT WORTH OPERA ASSOCIATION INC,FORT WORTH OPERA ASSOCIATION INC,NA,505 PECAN ST STE 100,FORT WORTH,TX,76102-4072,201308,3,Y,Y,Y,N,N,145,N,N,0,3855159,987281,9260,0,0,9363,9819,0,0,8555,4879437,0,0,0,0,271329,0,981050,6428,71615,0,4471635,321213,27644,305750,1743,0,0,38261,16339,1092525,0,0,0,1356,1804831,45059,0,673198,0,0,0,0,718257,463401,623173,0,1086574,1804831,0,16448219
489,752008823,484,THE DALLAS OPERA FOUNDATION,THE DALLAS OPERA FOUNDATION,NA,2403 FLORA STREET NO 500,DALLAS,TX,75201-2415,201306,3,Y,Y,Y,N,N,0,N,N,0,192092,0,1576532,0,0,86372,0,0,0,0,1854996,0,0,0,0,0,0,0,0,0,0,199309,1525468,0,85658,0,4500000,0,0,0,0,0,22641540,0,0,28752666,0,0,0,0,0,999920,900,1000820,3800488,1715324,22236034,27751846,28752666,0,0
490,752050292,2,ABILENE OPERA ASSOCIATION,ABILENE OPERA ASSOCIATION INC,NA,PO BOX 6611,ABILENE,TX,79608-6611,201312,3,Y,N,N,N,N,0,N,N,0,41880,10203,0,0,0,0,0,11006,0,0,63089,0,0,0,0,0,0,0,0,0,0,95233,32340,0,0,0,0,0,0,4060,0,0,0,0,0,36400,0,0,0,0,0,0,0,19500,-9133,26033,0,16900,36400,0,245535
491,752050292,2,ABILENE OPERA ASSOCIATION,ABILENE OPERA ASSOCIATION INC,NA,PO BOX 6611,ABILENE,TX,79608-6611,201212,3,Y,N,N,N,N,0,N,N,0,62987,7721,0,0,0,0,0,31617,0,0,102325,0,0,0,0,3500,0,0,0,0,0,102737,40984,0,0,0,0,0,4000,4060,0,0,0,0,0,49044,0,0,0,0,0,0,0,0,24017,25027,0,49044,49044,0,264045
493,752253647,6,AMARILLO OPERA,AMARILLO OPERA,NA,PO BOX 447,AMARILLO,TX,79178-0001,201308,3,N,N,Y,N,Y,6,N,N,0,807539,161259,32819,0,0,0,6311,0,3884,0,1011812,0,45120,0,0,0,169742,2000,0,6124,0,950846,44833,0,0,339596,0,400,3196,175715,0,0,0,0,0,563740,18258,0,27285,0,0,80584,0,126127,257613,180000,0,437613,563740,0,3275538
495,756004746,96,DALLAS OPERA,DALLAS OPERA,NA,2403 FLORA ST 500,DALLAS,TX,75201-2415,201306,3,Y,Y,Y,N,Y,483,N,N,0,9982254,3371961,0,0,0,0,49329,0,0,0,13403544,0,0,0,0,0,0,7035376,487964,260387,48860,13403544,0,1241804,3684819,688755,0,0,1114867,6220306,0,0,0,0,900,12951451,1023824,0,1846437,0,0,0,4500000,7370261,1940575,3640615,0,5581190,12951451,43426855,0
496,760038314,178,HOUSTON GRAND OPERA ENDOWMENT INC,HOUSTON GRAND OPERA ENDOWMENT INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201307,3,N,N,N,N,N,0,N,N,0,3478580,0,1018826,0,45800,622035,0,0,0,0,5165241,2930432,0,0,0,0,0,0,0,0,0,3179779,2739450,0,6402342,0,0,0,0,20,27027972,15250608,0,0,1.00E+06,52420392,10261,0,0,0,0,0,0,10261,151581,12389108,39869442,52410131,52420392,0,0
497,760038314,178,HOUSTON GRAND OPERA ENDOWMENT INC,HOUSTON GRAND OPERA ENDOWMENT INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201407,3,Y,N,N,N,N,0,N,N,0,843353,0,891180,0,46875,2029024,0,0,0,0,3810432,2015054,0,0,0,0,0,0,0,0,0,2236798,1847561,0,4716430,0,0,0,0,20,32043259,16443966,0,0,1250000,56301236,0,0,0,0,0,0,0,0,465528,15302057,40533651,56301236,56301236,0,0
499,760499709,350,OPERA IN THE HEIGHTS,OPERA IN THE HEIGHTS,NA,PO BOX 7887,HOUSTON,TX,77270-7887,201307,3,N,N,N,N,N,0,N,N,0,569326,273250,0,0,0,0,52104,0,0,5300,899980,0,0,0,0,0,0,265152,0,26950,0,914232,319562,0,12950,1442,0,0,38427,12312,0,0,0,0,0,384693,9460,0,154448,0,0,0,0,163908,74184,146601,0,220785,384693,2446339,0
500,770009773,383,OPERA SAN JOSE INCORPORATED,OPERA SAN JOSE INCORPORATED,NA,2149 PARAGON DR,SAN JOSE,CA,95131-1312,201306,3,N,N,Y,N,N,528,N,N,0,1542877,1599350,82715,0,0,65435,-55529,0,0,0,3234848,0,0,0,0,95000,0,2174987,50888,254018,0,4000025,516040,0,32546,0,4012,0,303536,5479405,0,3329287,0,0,0,9664826,28010,0,1005962,0,0,0,0,1033972,8589654,41200,0,8630854,9664826,0,11778885
501,770013155,507,TOWNSEND OPERA PLAYERS INC,TOWNSEND OPERA PLAYERS INC,NA,PO BOX 4519,MODESTO,CA,95352-4519,201306,3,Y,N,N,N,N,0,Y,N,0,223634,52718,0,0,0,750,5143,0,0,0,286445,0,0,0,0,0,0,643,0,0,0,303203,23232,0,28690,0,0,0,394,956,0,0,0,0,0,53272,31718,0,0,0,0,0,15019,111887,-58615,0,0,-58615,53272,1674016,0
502,770086873,384,OPERA SAN LUIS OBISPO INC,OPERA SAN LUIS OBISPO INC,NA,PO BOX 14760,SN LUIS OBISP,CA,93406-4760,201312,3,Y,N,N,N,N,0,N,N,0,196248,129270,2800,0,0,0,0,0,0,0,328318,0,0,0,0,0,0,0,0,0,0,268611,100022,32399,0,0,0,0,0,0,0,0,0,0,0,132421,0,0,0,0,0,0,0,0,100022,32399,0,132421,132421,0,718061
503,770347413,386,SANTA BARBARA OPERA ASSOCIATION,SANTA BARBARA OPERA ASSOCIATION,NA,1330 STATE ST STE 209,SANTA BARBARA,CA,93101-2681,201306,3,N,Y,Y,N,N,68,N,N,0,803514,475299,3717,0,0,-1455,101192,0,0,4533,1386800,0,0,0,0,0,0,263941,0,26291,0,1662864,49965,9228,49000,9507,0,0,10769,183943,88139,0,0,0,1521182,1921733,19613,0,99473,0,0,0,0,119086,222463,50905,1529279,1802647,1921733,0,4046150
504,770347413,385,OPERA SANTA BARBARA,SANTA BARBARA OPERA ASSOCIATION,NA,1330 STATE ST STE 209,SANTA BARBARA,CA,93101-2681,201306,3,N,Y,Y,N,N,68,N,N,0,803514,475299,3717,0,0,-1455,101192,0,0,4533,1386800,0,0,0,0,0,0,263941,0,26291,0,1662864,49965,9228,49000,9507,0,0,10769,183943,88139,0,0,0,1521182,1921733,19613,0,99473,0,0,0,0,119086,222463,50905,1529279,1802647,1921733,0,4046150
505,770491466,134,FRESNO GRAND OPERA,FRESNO INTERNATIONAL GRAND OPERA,% RON EICHMAN,2377 W SHAW AVE STE 104,FRESNO,CA,93711-3438,201306,3,N,N,N,N,N,188,N,N,0,522252,983630,0,0,0,0,19939,0,0,0,1525821,0,0,0,0,0,0,93846,0,15618,0,1507303,364804,0,1250,0,0,0,28975,3044,0,0,0,0,0,398073,4361,0,0,0,0,0,568410,572771,-174698,0,0,-174698,398073,0,2597536
510,810382552,192,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN,NA,PO BOX 37,BOZEMAN,MT,59771-0037,201406,3,Y,N,N,N,N,2,N,N,0,221213,97812,119,0,0,0,0,0,0,1886,321030,0,0,0,0,33751,0,6006,0,0,0,328555,35,80808,0,1105,0,1014,2100,2705,12078,0,0,0,0,99845,2237,0,0,0,0,0,0,2237,50124,39882,7602,97608,99845,0,1153425
511,810382552,192,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN,NA,PO BOX 37,BOZEMAN,MT,59771-0037,201306,3,N,N,N,N,N,6,N,N,0,192146,127780,214,0,0,0,0,0,0,2791,322931,0,0,0,0,32344,0,8328,0,0,1227,377863,50,88198,0,950,0,1014,1825,4429,11797,0,0,0,0,108263,3130,0,0,0,0,0,0,3130,67930,29882,7321,105133,108263,0,1085657
512,810514788,298,NOVA CENTER FOR THE PERFORMING ARTS INC,NOVA CENTER FOR THE PERFORMING ARTS INC,% DARCI HERTZ,PO BOX 11,BILLINGS,MT,59103-0011,201405,3,Y,N,N,N,N,35,N,N,0,88134,254718,516,0,0,0,0,0,16289,0,363774,0,0,0,0,0,0,108867,0,2813,0,338605,169163,53853,0,0,0,0,0,427031,0,0,0,0,0,650047,479240,0,0,0,0,0,6940,486180,163867,0,0,163867,650047,512401,0
513,810514788,298,NOVA CENTER FOR THE PERFORMING ARTS INC,NOVA CENTER FOR THE PERFORMING ARTS INC,% DARCI HERTZ,PO BOX 11,BILLINGS,MT,59103-0011,201305,3,Y,N,N,N,N,0,N,N,0,102627,81331,0,0,0,0,0,0,1139,0,185097,0,0,0,0,0,0,24334,0,1577,0,179214,86915,52157,0,0,0,0,0,491031,0,0,0,0,0,630103,487554,0,0,0,0,0,4926,492480,137623,0,0,137623,630103,424267,0
523,841201337,64,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,% NANCY S PARKER,400 S COLORADO BLVD STE 530,DENVER,CO,80246-1255,201312,3,Y,Y,Y,N,N,0,N,N,0,0,0,131407,0,0,119856,0,0,0,0,251263,500000,0,0,0,0,0,0,0,0,0,549105,10255,0,0,0,438254,0,0,66597,9608280,0,0,0,0,10123386,0,0,0,0,0,0,0,0,4542914,2417844,3162628,10123386,10123386,0,0
524,841201337,64,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,% NANCY S PARKER,400 S COLORADO BLVD STE 530,DENVER,CO,80246-1255,201012,3,Y,N,Y,N,N,0,N,N,0,50,0,136039,0,0,218423,0,0,0,260,354772,500000,0,0,0,0,0,0,0,0,0,545436,3706,0,0,0,438254,0,0,75118,8986489,0,0,0,0,9503567,0,0,0,0,0,0,0,0,4806505,1549273,3147789,9503567,9503567,0,0
525,841201337,64,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,CENTRAL CITY OPERA HOUSE ASSOCIATION ENDOWMENT FUND,% NANCY S PARKER,400 S COLORADO BLVD STE 530,DENVER,CO,80246-1255,201112,3,Y,N,Y,N,N,0,N,N,0,0,0,143443,0,0,9813,0,0,0,0,153256,500000,0,0,0,0,0,0,0,0,0,542324,254,0,0,0,438254,0,0,73997,8239398,0,0,0,0,8751903,0,0,0,0,0,0,0,0,4301594,1313842,3136467,8751903,8751903,0,0
526,841287161,325,OPERA COLORADO FOUNDATION,OPERA COLORADO FOUNDATION,NA,695 S COLORADO BLVD STE 20,DENVER,CO,80246-8010,201406,3,Y,Y,N,N,N,0,N,N,0,27750,0,12760,0,0,0,0,0,0,0,40510,34663,0,0,0,0,0,0,0,0,0,43406,0,0,0,0,0,0,0,0,0,944593,0,0,0,944593,0,0,0,0,0,0,0,0,-277143,127802,1093934,944593,944593,0,0
527,841287161,325,OPERA COLORADO FOUNDATION,OPERA COLORADO FOUNDATION,NA,695 S COLORADO BLVD STE 20,DENVER,CO,80246-8010,201306,3,Y,Y,N,N,N,0,N,N,0,0,0,9689,0,0,0,0,0,0,0,9689,17672,0,0,0,0,0,0,0,0,0,22163,0,0,0,0,0,0,0,0,0,840557,0,0,0,840557,0,0,0,0,0,0,0,0,-314395,88768,1066184,840557,840557,0,0
528,841374824,94,CRESTED BUTTE MUSIC FESTIVAL INC,CRESTED BUTTE MUSIC FESTIVAL INC,NA,PO BOX 2117,CRESTED BUTTE,CO,81224-2117,201309,3,Y,N,Y,N,N,5,N,N,0,569224,530934,219,0,0,35444,11803,0,17490,0,1165114,0,0,0,0,76212,0,229263,0,7632,0,1166228,154531,341212,0,8900,3510,0,85,14476,0,0,0,0,2708,525422,18497,0,0,0,0,0,0,18497,165713,0,341212,506925,525422,2759160,0
529,841374824,94,CRESTED BUTTE MUSIC FESTIVAL INC,CRESTED BUTTE MUSIC FESTIVAL INC,NA,PO BOX 2117,CRESTED BUTTE,CO,81224-2117,201409,3,Y,Y,Y,N,N,7,N,N,0,651967,602805,142,0,0,0,9698,0,11101,0,1275713,0,0,0,0,92693,0,272343,0,9432,0,1259676,208682,358204,0,15025,0,4844,0,8585,0,0,0,0,2400,597740,16883,0,23000,0,0,0,0,39883,199653,0,358204,557857,597740,2840159,0
530,841476734,393,OPERA THEATRE OF THE ROCKIES,OPERA THEATRE OF THE ROCKIES,% KATHLEEN COLLINS PRES,PO BOX 8110,COLORADO SPGS,CO,80933-8110,201309,3,N,N,N,N,N,0,N,N,0,204751,120850,0,0,0,0,0,0,0,0,325601,0,0,0,0,0,0,0,0,0,0,318256,13029,0,0,0,0,0,0,0,0,0,0,0,0,13029,8473,0,0,0,0,0,0,8473,4556,0,0,4556,13029,759247,0
531,846002285,63,CENTRAL CITY OPERA HOUSE ASSOCIATION,CENTRAL CITY OPERA HOUSE ASSOCIATION,NA,400 S COLORADO BLVD STE 530,GLENDALE,CO,80246-1255,201312,3,Y,Y,Y,N,N,214,N,N,0,4751947,1054823,126,0,0,0,0,0,9051,35517,5851464,0,0,0,0,165785,0,2376668,0,332968,0,5656583,222977,82698,244552,5711,0,0,82647,2417755,0,0,0,0,0,3056340,449348,0,198794,0,0,0,438254,1105101,1564923,366997,19319,1951239,3056340,16897774,0
533,850131810,501,THE SANTA FE OPERA,THE SANTA FE OPERA,NA,301 OPERA DR,SANTA FE,NM,87506-2823,201309,3,Y,Y,Y,N,Y,649,Y,N,0,6717921,10355440,789191,0,0,1241272,-32418,0,57499,782303,20045602,0,0,0,0,661413,0,7496694,175505,934814,0,20916520,0,3897313,9451347,910938,0,65139,549286,34643966,36512157,7587048,0,0,1574764,95191958,1145930,0,1031390,0,0,0,332408,2509728,39190229,12288160,41203841,92682230,95191958,0,50455904
537,861171749,282,NEW YORK CHINESE OPERA SOCIETY INC,NEW YORK CHINESE OPERA SOCIETY INC,% CHI K CHU,120 BROADWAY SUITE 3650,NEW YORK,NY,10271-0002,201306,3,Y,Y,N,N,N,28,N,N,0,206388,5516,64,0,0,0,0,0,0,0,211968,0,0,0,0,0,0,80620,0,0,0,194724,50065,0,0,0,0,0,2704,0,0,0,0,0,2693,55462,19092,0,0,0,0,0,0,19092,36370,0,0,36370,55462,0,1169632
539,870498252,520,UTAH FESTIVAL OPERA COMPANY,UTAH FESTIVAL OPERA COMPANY,NA,15 S MAIN ST STE 400,LOGAN,UT,84321-5808,201309,3,N,N,Y,N,Y,251,Y,N,0,2154728,1005453,4182,0,1095,-554,2260,0,16614,4910,3177351,0,0,0,0,188182,0,426465,0,66103,0,3054089,187328,883989,86245,25777,0,0,2260,9969780,48657,0,0,0,141000,11345036,120098,0,0,0,0,3201288,119997,3441383,6860167,1043486,0,7903653,11345036,0,9313252
542,886009267,273,NEVADA OPERA ASSOCIATION,NEVADA OPERA ASSOCIATION,NA,PO BOX 3256,RENO,NV,89505-3256,201306,3,Y,N,N,N,Y,21,Y,N,0,343173,117728,2,0,0,0,14961,0,-221,12750,488393,0,0,0,0,57917,0,51804,0,4038,0,559778,8644,0,0,925,0,0,3912,770,0,0,0,0,3701,17952,11920,0,5000,0,0,0,0,354533,-337209,0,628,-336581,17952,0,1613181
543,910760426,451,SEATTLE OPERA,SEATTLE OPERA,NA,1020 JOHN ST,SEATTLE,WA,98109-5319,201306,3,N,Y,Y,N,Y,631,Y,N,0,11426193,8029380,153982,0,0,-4879,-13975,0,0,54225,19933902,0,0,0,0,1004575,0,8089159,285187,1020638,0,20212070,11723724,8.00E+05,4076105,265880,0,0,3013240,4913251,0,0,0,0,4566896,29359096,1951020,0,10745612,0,0,0,2167042,14863674,4605472,6426528,3463422,14495422,29359096,0,63059948
544,911030929,77,CIVIC LIGHT OPERA ASSOCIATION,CIVIC LIGHT OPERA ASSOCIATION,NA,7400 SAND POINT WAY NE STE 101N,SEATTLE,WA,98115-8170,201306,3,Y,N,N,N,N,6,N,N,0,83534,330511,0,0,0,0,7567,0,0,81,430992,0,0,0,0,66825,0,104096,0,7250,0,507294,15448,0,0,325,0,0,0,22115,0,0,0,0,0,37888,54604,0,0,0,0,0,29582,126409,0,0,0,-88521,37888,0,545407
546,911174712,452,SEATTLE OPERA FOUNDATION,SEATTLE OPERA FOUNDATION,NA,1020 JOHN ST,SEATTLE,WA,98109-5319,201306,3,N,Y,Y,N,N,0,N,N,0,895273,0,394746,0,0,7735,0,0,0,46,1297800,1751500,0,0,0,0,0,0,0,0,0,1761621,0,0,0,203894,0,0,0,0,23044857,0,0,0,0,23248751,129590,0,0,0,0,0,0,129590,1894513,3530167,17694481,23119161,23248751,0,0
547,911190564,108,DOWNEY CIVIC LIGHT OPERA ASSOCIATION,PORT ANGELES LIGHT OPERA ASSOCIATION,% STUART T SMITH,PO BOX 1838,PORT ANGELES,WA,98362-0099,201308,3,Y,N,N,N,N,0,N,N,0,4485,24524,0,0,0,0,0,0,606,373,29988,0,0,0,0,0,0,0,0,0,0,27503,0,5566,0,0,0,0,0,215027,0,0,0,0,0,220593,0,0,0,0,0,0,113592,113592,107001,0,0,107001,220593,0,36070
548,911237511,478,TACOMA OPERA ASSOCIATION,TACOMA OPERA ASSOCIATION,% NOEL KORAN,1119 PACIFIC AVE STE 405,TACOMA,WA,98402-4312,201305,3,Y,N,N,N,N,5,N,N,0,234298,118461,3059,0,0,0,26178,0,0,1120,383116,0,0,0,0,59000,0,43472,0,7898,0,445708,10865,0,1115,3300,0,0,1790,1551,0,0,0,0,28522,47143,5841,0,639,0,0,0,0,6480,-7859,0,48522,40663,47143,0,1268286
550,911841406,440,SACRAMENTO PHILHARMONIC AND OPERA,SACRAMENTO REGION PERFORMING ARTS ALLIANCE,% ALICE SAURO,1030 15TH ST STE 200,SACRAMENTO,CA,95814-4030,201306,3,Y,Y,N,N,N,151,Y,N,0,1035621,324462,189,0,0,0,8565,0,0,24816,1393653,58000,0,0,0,196800,0,419684,27235,12634,0,1312507,154916,111562,52493,0,0,0,17394,0,0,0,0,0,0,336365,46455,0,68859,0,0,0,0,115314,-11793,232844,0,221051,336365,4346963,0
556,930679959,119,EUGENE OPERA,EUGENE OPERA,% EUGENE OPERA,1590 WILLAMETTE ST,EUGENE,OR,97401-4048,201306,3,N,N,Y,N,N,59,N,N,0,287675,274733,0,0,0,0,-510,0,0,0,561898,0,0,0,0,30000,0,63993,0,0,0,504936,42269,0,0,0,0,0,110,89024,0,0,0,0,0,131403,42555,0,2380,0,0,33567,0,78502,52901,0,0,52901,131403,1062541,0
557,931191876,480,THEATRE GUILD AND CIVIC LIGHT OPERA OF LAKEWOOD,THEATRE GUILD AND CIVIC LIGHT OPERA OF LAKEWOOD,NA,4184 TERESA AVE,CYPRESS,CA,90630-4239,201312,3,Y,N,N,N,N,0,N,N,0,6579,7339,0,0,0,0,0,0,0,0,13918,0,0,0,0,0,0,0,0,0,0,10785,-2,0,0,650,0,0,0,0,0,0,0,0,281,929,6487,0,0,0,0,0,-39847,-33360,0,0,0,34289,929,0,6579
558,936034321,419,PORTLAND OPERA ASSOCIATION INC,PORTLAND OPERA ASSOCIATION INC,NA,211 SE CARUTHERS,PORTLAND,OR,97214-4502,201406,3,Y,Y,N,N,Y,404,N,N,0,3643049,1950772,351622,0,0,0,-43927,0,0,634556,6863757,0,0,0,0,380681,0,1048890,0,322026,51239,7206293,144621,86780,2522694,562783,0,0,718527,5192833,0,0,0,172225,17704950,27105413,725170,0,1500786,0,0,0,9297335,13562713,3222326,3971672,6348702,13542700,27105413,0,17524412
559,940836240,444,SAN FRANCISCO OPERA ASSOCIATION,SAN FRANCISCO OPERA ASSOCIATION,NA,301 VAN NESS AVE,SAN FRANCISCO,CA,94102-4509,201307,3,Y,Y,Y,N,Y,1044,Y,N,0,40106664,22611419,2131952,0,0,4548576,-99379,0,63977,118440,69676031,0,0,0,0,1863756,0,37030082,2321122,7173655,319461,67507925,1256676,32486614,31181324,769099,0,100513,195665,9915246,85696999,37610860,0,0,10935705,210148701,4281418,0,12892893,0,0,0,5154033,22328344,-1623559,48710996,140732920,187820357,210148701,205223716,0
560,941189846,445,SAN FRANCISCO OPERA GUILD,SAN FRANCISCO OPERA GUILD,% WAR MEMORIAL OPERA HOUSE,301 VAN NESS AVE,SAN FRANCISCO,CA,94102-4509,201307,3,Y,N,Y,N,N,6,N,N,0,477858,1824732,39345,0,0,60424,0,0,0,0,2402359,753957,0,0,0,0,0,436245,0,0,0,2265576,25792,1236368,0,73104,0,0,304314,2777,0,3259082,0,0,0,4901437,90445,0,1057440,0,0,0,0,1147885,3653552,0,1.00E+05,3753552,4901437,2018405,0
561,942418029,417,PLACIDO DOMINGO OPERA FOUNDATION,POCKET OPERA INC,NA,469 BRYANT ST,SAN FRANCISCO,CA,94107-1316,201309,3,Y,N,N,N,N,31,N,N,15278,151144,89512,12,0,0,0,0,0,0,0,240668,0,0,0,0,95278,0,38896,1872,0,0,257269,40,5288,0,35250,0,0,4410,0,0,0,0,0,0,44988,5144,0,0,0,0,0,0,13219,-3481,35250,0,31769,44988,909350,0
562,942418029,418,POCKET OPERA INC,POCKET OPERA INC,NA,469 BRYANT ST,SAN FRANCISCO,CA,94107-1316,201309,3,Y,N,N,N,N,31,N,N,15278,151144,89512,12,0,0,0,0,0,0,0,240668,0,0,0,0,95278,0,38896,1872,0,0,257269,40,5288,0,35250,0,0,4410,0,0,0,0,0,0,44988,5144,0,0,0,0,0,0,13219,-3481,35250,0,31769,44988,909350,0
568,942739808,544,WEST EDGE OPERA,WEST EDGE OPERA,NA,1700 SHATTUCK AVENUE 312,BERKELEY,CA,94709-3402,201309,3,Y,N,N,N,N,0,N,N,0,147535,111828,2452,0,0,0,12492,0,0,0,274307,0,0,0,0,0,0,0,0,0,0,288570,1769,33335,0,0,0,0,0,527,0,0,0,0,0,35631,0,0,0,0,0,0,15144,66114,-63818,33335,0,-30483,35631,0,585187
569,942751127,552,WOODLAND OPERA HOUSE INC,WOODLAND OPERA HOUSE INC,NA,PO BOX 1212,WOODLAND,CA,95776-1212,201306,3,N,N,N,N,N,21,N,N,0,204077,212834,18441,0,0,0,0,0,0,659,438821,0,0,0,0,68166,0,157968,3995,3311,0,437345,4143,366450,0,0,0,0,25018,496211,0,0,0,0,0,891822,5782,0,96249,0,0,0,0,102031,0,0,0,789791,891822,1097091,0
571,943083848,516,UNDERWORLD OPERA COMPANY,UNDERWORLD OPERA COMPANY,NA,1734 CAMPBELL ST,OAKLAND,CA,94607-1612,201304,3,Y,N,N,N,N,0,N,N,0,3156,269640,0,0,0,0,0,0,0,4961,277757,0,0,0,0,0,0,0,0,0,0,287406,0,0,0,0,0,0,0,7480,0,0,0,0,0,7480,64,0,0,0,0,19000,8592,27656,0,0,0,-20176,7480,0,221709
572,943136172,33,"BAYVIEW OPERA HOUSE, INC.",BAYVIEW OPERA HOUSE INC,% SHELLEY J BELL,4702 3RD ST,SAN FRANCISCO,CA,94124-2307,201306,3,N,N,N,N,N,8,N,N,0,613591,73373,1724,0,0,0,0,0,0,0,688688,0,0,0,0,0,0,172684,0,0,0,656710,-7438,0,95082,0,0,0,0,315748,0,0,0,0,1027,404419,19297,0,0,0,0,0,143478,162775,241460,184,0,241644,404419,2141777,0
575,943168895,218,LIVERMORE VALLEY OPERA,LIVERMORE VALLEY OPERA,NA,1686 SECOND ST STE 217,LIVERMORE,CA,94550-4328,201306,3,Y,N,N,N,N,0,N,N,0,173984,188702,10,0,0,0,9872,0,0,0,372568,0,0,0,0,0,0,0,0,0,0,349751,77056,18002,0,0,0,0,0,1743,0,0,0,0,0,96801,0,0,0,0,0,0,0,0,0,0,0,96801,96801,0,676811
577,943221096,147,GOLDEN GATE OPERA,GOLDEN GATE OPERA,% DERICK WONG,51 ROUNDTREE BLVD,SAN RAFAEL,CA,94903-1632,201312,3,Y,N,N,N,N,0,Y,N,0,211845,22636,0,0,0,0,0,0,0,0,234481,125000,0,0,0,0,0,7535,0,0,0,225681,18077,0,0,-63,0,0,0,6860,0,0,0,0,16366,41240,0,0,0,0,0,81273,5053,86326,0,0,0,-45086,41240,0,756430
579,946084831,247,MEROLA OPERA PROGRAM,MEROLA OPERA PROGRAM,NA,301 VAN NESS AVE,SAN FRANCISCO,CA,94102-4509,201309,3,Y,Y,Y,N,Y,6,N,N,0,1350827,142650,739552,0,0,716162,122432,0,0,0,3071623,0,119940,20435,0,127200,0,315948,23130,39973,0,2706966,211672,1078100,157541,31577,0,0,16186,1239,24970632,0,0,0,349549,26816496,47268,0,0,0,0,0,0,47268,12764449,1487600,12517179,26769228,26816496,11043645,0
580,946105053,543,WEST BAY OPERA ASSOCIATION INC,WEST BAY OPERA ASSOCIATION INC,NA,221 LAMBERT AVE,PALO ALTO,CA,94306-2217,201306,3,Y,N,N,N,N,3,N,N,0,193693,426944,1458,0,0,0,0,0,0,0,631805,0,0,0,0,48420,0,0,0,0,0,605500,66822,23546,0,0,0,0,2921,30000,0,0,0,0,1550,124839,0,0,0,0,0,0,0,0,124839,0,0,124839,124839,0,518701
581,946109095,205,LAMPLIGHTERS MUSIC THEATRE,LAMPLIGHTERS MUSIC THEATRE,NA,469 BRYANT ST,SAN FRANCISCO,CA,94107-1316,201402,3,Y,Y,Y,N,N,91,Y,N,0,572706,449514,21,0,0,0,6652,0,12154,0,1041047,0,0,0,0,9240,0,171100,8430,14404,0,1018375,12376,40436,21404,6145,0,28750,19280,142818,0,0,0,0,4000,275209,58786,0,5211,0,0,0,137902,201899,51906,21404,0,73310,275209,0,2089405
